,goodreadsID,title,authors,hyper,pageCounts,proportion_text_reviews,average_rating,genreVoted,hasAward,total_ratings,book.descriptions
11,43889,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,/book/show/43889.Wizard_s_First_Rule,836,2.49E-05,4.13,Fantasy,FALSE,200447,"The masterpiece that started The New York Times bestselling epic Sword of Truth.In the aftermath of the brutal murder of his father, a mysterious woman, Kahlan Amnell, appears in Richard Cypher's forest sanctuary seeking help . . . and more. His world, his very beliefs, are shattered when ancient debts come due with thundering violence. In a dark age it takes courage to live, and more than mere courage to challenge those who hold dominion, Richard and Kahlan must take up that challenge or become the next victims. Beyond awaits a bewitching land where even the best of their hearts could betray them. Yet, Richard fears nothing so much as what secrets his sword might reveal about his own soul. Falling in love would destroy them--for reasons Richard can't imagine and Kahlan dare not say.In their darkest hour, hunted relentlessly, tormented by treachery and loss, Kahlan calls upon Richard to reach beyond his sword--to invoke within himself something more noble. Neither knows that the rules of battle have just changed . . . or that their time has run out.This is the beginning. One book. One Rule. Witness the birth of a legend."
12,43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,/book/show/43615.The_Gunslinger,231,3.57E-05,3.97,Fantasy,FALSE,419608,"Beginning with a short story appearing in The Magazine of Fantasy and Science Fiction in 1978, the publication of Stephen King's epic work of fantasy -- what he considers to be a single long novel and his magnum opus -- has spanned a quarter of a century.Set in a world of extraordinary circumstances, filled with stunning visual imagery and unforgettable characters, The Dark Tower series is King's most visionary feat of storytelling, a magical mix of science fiction, fantasy, and horror that may well be his crowning achievement.Book IIn The Gunslinger (originally published in 1982), King introduces his most enigmatic hero, Roland Deschain of Gilead, the Last Gunslinger. He is a haunting, solitary figure at first, on a mysterious quest through a desolate world that eerily mirrors our own. Pursuing the man in black, an evil being who can bring the dead back to life, Roland is a good man who seems to leave nothing but death in his wake.This new edition of The Gunslinger has been revised and expanded throughout by King, with new story material, in addition to a new introduction and foreword. It also includes four full-color illustrations in the hardcover and trade paperback formats."
13,127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,/book/show/127455.The_Lies_of_Locke_Lamora,499,6.35E-05,4.3,Fantasy,TRUE,157430,"In this stunning debut, author Scott Lynch delivers the wonderfully thrilling tale of an audacious criminal and his band of confidence tricksters. Set in a fantastic city pulsing with the lives of decadent nobles and daring thieves, here is a story of adventure, loyalty, and survival that is one part ""Robin Hood"", one part Ocean's Eleven, and entirely enthralling... An orphan's life is harsh — and often short — in the island city of Camorr, built on the ruins of a mysterious alien race. But born with a quick wit and a gift for thieving, Locke Lamora has dodged both death and slavery, only to fall into the hands of an eyeless priest known as Chains — a man who is neither blind nor a priest.A con artist of extraordinary talent, Chains passes his skills on to his carefully selected ""family"" of orphans — a group known as the Gentlemen Bastards. Under his tutelage, Locke grows to lead the Bastards, delightedly pulling off one outrageous confidence game after another. Soon he is infamous as the Thorn of Camorr, and no wealthy noble is safe from his sting.Passing themselves off as petty thieves, the brilliant Locke and his tightly knit band of light-fingered brothers have fooled even the criminal underworld's most feared ruler, Capa Barsavi. But there is someone in the shadows more powerful — and more ambitious — than Locke has yet imagined. Known as the Gray King, he is slowly killing Capa Barsavi's most trusted men — and using Locke as a pawn in his plot to take control of Camorr's underworld. With a bloody coup under way threatening to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the Gray King at his own brutal game — or die trying..."
14,7332,The Silmarillion,J.R.R. Tolkien,/book/show/7332.The_Silmarillion,386,3.45E-05,3.89,Fantasy,TRUE,173924,"The story of the creation of the world and of the First Age, this is the ancient drama to which the characters in The Lord of the Rings look back and in whose events some of them, such as Elrond and Galadriel, took part. The three Silmarils were jewels created by Fëanor, most gifted of the Elves. Within them was imprisoned the Light of the Two Trees of Valinor before the Trees themselves were destroyed by Morgoth, the first Dark Lord. Thereafter, the unsullied Light of Valinor lived on only in the Silmarils, but they were seized by Morgoth and set in his crown, which was guarded in the impenetrable fortress of Angband in the north of Middle-earth. The Silmarillion is the history of the rebellion of Fëanor and his kindred against the gods, their exile from Valinor and return to Middle-earth, and their war, hopeless despite all their heroism, against the great Enemy."
15,944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,/book/show/944073.The_Blade_Itself,517,4.99E-05,4.14,Fantasy,FALSE,120353,"Logen Ninefingers, infamous barbarian, has finally run out of luck. Caught in one feud too many, he’s on the verge of becoming a dead barbarian – leaving nothing behind him but bad songs, dead friends, and a lot of happy enemies. Nobleman Captain Jezal dan Luthar, dashing officer, and paragon of selfishness, has nothing more dangerous in mind than fleecing his friends at cards and dreaming of glory in the fencing circle. But war is brewing, and on the battlefields of the frozen North they fight by altogether bloodier rules. Inquisitor Glokta, cripple turned torturer, would like nothing better than to see Jezal come home in a box. But then Glokta hates everyone: cutting treason out of the Union one confession at a time leaves little room for friendship. His latest trail of corpses may lead him right to the rotten heart of government, if he can stay alive long enough to follow it. Enter the wizard, Bayaz. A bald old man with a terrible temper and a pathetic assistant, he could be the First of the Magi, he could be a spectacular fraud, but whatever he is, he's about to make the lives of Logen, Jezal, and Glokta a whole lot more difficult. Murderous conspiracies rise to the surface, old scores are ready to be settled, and the line between hero and villain is sharp enough to draw blood."
16,55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,/book/show/55399.Gardens_of_the_Moon,666,5.67E-05,3.86,Fantasy,FALSE,70522,"The Malazan Empire simmers with discontent, bled dry by interminable warfare, bitter infighting, and bloody confrontations. Even the imperial legions, long inured to the bloodshed, yearn for some respite. Yet Empress Laseen's rule remains absolute, enforced by her dread Claw assassins. For Sergeant Whiskeyjack and his squad of Bridgeburners, and for Tattersail, surviving cadre mage of the Second Legion, the aftermath of the siege of Pale should have been a time to mourn the many dead. But Darujhistan, last of the Free Cities of Genabackis, yet holds out. It is to this ancient citadel that Laseen turns her predatory gaze. But it would appear that the Empire is not alone in this great game. Sinister, shadowbound forces are gathering as the gods themselves prepare to play their hand...."
17,21787,The Princess Bride,William Goldman,/book/show/21787.The_Princess_Bride,NA,2.38E-05,4.25,Fantasy,FALSE,672905,"What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitation, and only the ""good parts"" reached his ears.Now Goldman does Dad one better. He's reconstructed the ""Good Parts Version"" to delight wise kids and wide-eyed grownups everywhere.What's it about? Fencing. Fighting. True Love. Strong Hate. Harsh Revenge. A Few Giants. Lots of Bad Men. Lots of Good Men. Five or Six Beautiful Women. Beasties Monstrous and Gentle. Some Swell Escapes and Captures. Death, Lies, Truth, Miracles, and a Little Sex.In short, it's about everything."
18,44660,"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",David Eddings,/book/show/44660.The_Belgariad_Boxed_Set,1635,0.018347882,4.27,Fantasy,FALSE,12372,"It all begins with the theft of the Orb that for so long protected the West from an evil god. As long as the Orb was at Riva, the prophecy went, its people would be safe from this corrupting power. Garion, a simple farm boy, is familiar with the legend of the Orb, but skeptical in matters of magic. Until, through a twist of fate, he learns not only that the story of the Orb is true, but that he must set out on a quest of unparalleled magic and danger to help recover it. For Garion is a child of destiny, and fate itself is leading him far from his home, sweeping him irrevocably toward a distant tower-and a cataclysmic confrontation with a master of the darkest magic. The quest may be nearing its end, but the danger continues. After discovering a shocking secret about himself he never could have imagined-all in pursuit of the legendary Orb-Garion and his fellow adventurers must escape a crumbling enemy fortress and flee across a vast desert filled with ruthless soldiers whose only aim is to destroy them. But even when the quest is complete, Garion's destiny is far from fulfilled. For the evil God Torak is about to awaken and seek dominion. Somehow, Garion has to face the God, to kill or be killed. On the outcome of this dread duel rests the future of the world. But how can one man destroy an immortal God?"
19,402045,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,/book/show/402045.The_Mists_of_Avalon,884,2.93E-05,4.12,Fantasy,TRUE,170541,"Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come...."
20,13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,/book/show/13812.Magician,485,1.46E-05,4.17,Fantasy,FALSE,68676,"An alternate cover edition of this ISBN can be found here.To the forest on the shore of the Kingdom of the Isles, the orphan Pug came to study with the master magician Kulgan. His courage won him a place at court and the heart of a lovely Princess, but he was ill at ease with normal wizardry. Yet his strange magic may save two worlds from dark beings who opened spacetime to renew the age-old battle between Order and Chaos."
21,13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,/book/show/13642.A_Wizard_of_Earthsea,183,3.31E-05,3.99,Fantasy,TRUE,181281,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth. Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance."
22,518848,"Sabriel (Abhorsen,  #1)",Garth Nix,/book/show/518848.Sabriel,NA,3.88E-05,4.17,Young Adult,TRUE,154467,"Sent to a boarding school in Ancelstierre as a young child, Sabriel has had little experience with the random power of Free Magic or the Dead who refuse to stay dead in the Old Kingdom. But during her final semester, her father, the Abhorsen, goes missing, and Sabriel knows she must enter the Old Kingdom to find him. With Sabriel, the first installment in the Abhorsen series, Garth Nix exploded onto the fantasy scene as a rising star, in a novel that takes readers to a world where the line between the living and the dead isn't always clear—and sometimes disappears altogether."
23,6122735,"The Night Angel Trilogy (Night Angel, #1-3)",Brent Weeks,/book/show/6122735-the-night-angel-trilogy,1392,0.025371829,4.42,Fantasy,FALSE,20574,"3 volumes in one giant omnibus edition.""Way of Shadows"", ""Shadow's Edge"", ""Beyond the Shadows"" all in one beautiful hardcover edition"
24,9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,/book/show/9579634-prince-of-thorns,384,6.98E-05,3.87,Fantasy,FALSE,71612,"Before the thorns taught me their sharp lessons and bled weakness from me I had but one brother, and I loved him well. But those days are gone and what is left of them lies in my mother's tomb. Now I have many brothers, quick with knife and sword, and as evil as you please. We ride this broken empire and loot its corpse. They say these are violent times, the end of days when the dead roam and monsters haunt the night. All that's true enough, but there's something worse out there, in the dark. Much worse.From being a privileged royal child, raised by a loving mother, Jorg Ancrath has become the Prince of Thorns, a charming, immoral boy leading a grim band of outlaws in a series of raids and atrocities. The world is in chaos: violence is rife, nightmares everywhere. Jorg has the ability to master the living and the dead, but there is still one thing that puts a chill in him. Returning to his father's castle Jorg must confront horrors from his childhood and carve himself a future with all hands turned against him.Mark Lawrence's debut novel tells a tale of blood and treachery, magic and brotherhood and paints a compelling and brutal, and sometimes beautiful, picture of an exceptional boy on his journey toward manhood and the throne."
25,61942,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,/book/show/61942.The_Dragonriders_of_Pern,864,0.019415449,4.22,Fantasy,FALSE,23950,"Alternate cover edition can be found here.Finally together in one volume, the first three books in the world's most beloved science fiction series, THE DRAGONRIDERS OF PERN, by Anne McCaffrey, one of the great science fiction writers of all time: DRAGONFLIGHT, DRAGONQUEST, THE WHITE DRAGON. Those who know these extraordinary tales will be able to re-visit with Lessa, F'lar, Ruth, Lord Jaxon, and all the others. And for those just discovering this magical place, there are incomparable tales of danger, deceit, and daring, just waiting to be explored.."
26,3428935,"The Warded Man (Demon Cycle, #1)",Peter V. Brett,/book/show/3428935-the-warded-man,NA,4.58E-05,4.27,Fantasy,FALSE,87356,"As darkness falls after sunset, the corelings rise—demons who possess supernatural powers and burn with a consuming hatred of humanity. For hundreds of years the demons have terrorized the night, slowly culling the human herd that shelters behind magical wards—symbols of power whose origins are lost in myth and whose protection is terrifyingly fragile. It was not always this way. Once, men and women battled the corelings on equal terms, but those days are gone. Night by night the demons grow stronger, while human numbers dwindle under their relentless assault. Now, with hope for the future fading, three young survivors of vicious demon attacks will dare the impossible, stepping beyond the crumbling safety of the wards to risk everything in a desperate quest to regain the secrets of the past. Together, they will stand against the night."
27,3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,/book/show/3236307-graceling,471,6.20E-05,4.1,Fantasy,FALSE,322709,"Katsa has been able to kill a man with her bare hands since she was eight—she’s a Graceling, one of the rare people in her land born with an extreme skill. As niece of the king, she should be able to live a life of privilege, but Graced as she is with killing, she is forced to work as the king’s thug. She never expects to fall in love with beautiful Prince Po. She never expects to learn the truth behind her Grace—or the terrible secret that lies hidden far away . . . a secret that could destroy all seven kingdoms with words alone. With elegant, evocative prose and a cast of unforgettable characters, debut author Kristin Cashore creates a mesmerizing world, a death-defying adventure, and a heart-racing romance that will consume you, hold you captive, and leave you wanting more."
